6 4 4344 63 240 107
8 1 3131 69 112 506
4 6 1966 37 144 53
6 2 2995 66 120 214
4 8 1961 35 192 39
2 12 366 23 48 9
4 4 1782 69 96 79
2 6 336 35 240 17
2 10 348 39 40 1021
