  11  4 880 87.412689
  11  6 1320  66.788886
  11  8 1760  54.297568
  11  10  2200  45.951199
  11  12  2640  39.964921
  11  14  3080  35.448890
  11  16  3520  31.912159
  11  18  3960  29.061715
  
