  -0.300000	10	1088548.402545
  -0.290000	10	836582.899059
  -0.280000	10	639991.716262
  -0.270000	10	487221.287873
  -0.260000	10	369004.988144
  -0.250000	10	277934.930041
  -0.240000	10	208107.112316
  -0.230000	10	154833.889030
  -0.220000	10	114406.084084
  -0.210000	10	83900.367869
  -0.200000	10	61021.725829
  -0.190000	10	43975.893119
  -0.180000	10	31366.453194
  -0.170000	10	22111.520106
  -0.160000	10	15377.141005
  -0.150000	10	10523.804603
  -0.140000	10	7063.845555
  -0.130000	10	4627.660510
  -0.120000	10	2936.923566
  -0.110000	10	1783.520739
  -0.100000	10	1013.037032
  -0.090000	10	511.868190
  -0.080000	10	197.219282
  -0.070000	10	9.385944
  -0.060000	10	-94.170299
  -0.050000	10	-143.337012
  -0.040000	10	-158.770895
  -0.030000	10	-154.467335
  -0.020000	10	-139.675667
  -0.010000	10	-120.313422
  0.000000	10	-100.000000
  0.010000	10	-80.803386
  0.020000	10	-63.772355
  0.030000	10	-49.309869
  0.040000	10	-37.430141
  0.050000	10	-27.931537
  0.060000	10	-20.509446
  0.070000	10	-14.827022
  0.080000	10	-10.557012
  0.090000	10	-7.404148
  0.100000	10	-5.115009
  0.110000	10	-3.480047
  0.120000	10	-2.331143
  0.130000	10	-1.536835
  0.140000	10	-0.996653
  0.150000	10	-0.635416
  0.160000	10	-0.397983
  0.170000	10	-0.244686
  0.180000	10	-0.147535
  0.190000	10	-0.087150
  0.200000	10	-0.050375
  0.210000	10	-0.028456
  0.220000	10	-0.015685
  0.230000	10	-0.008423
  0.240000	10	-0.004398
  0.250000	10	-0.002228
  0.260000	10	-0.001093
  0.270000	10	-0.000518
  0.280000	10	-0.000236
  0.290000	10	-0.000103
  0.300000	10	-0.000043
  0.310000	10	-0.000017
  0.320000	10	-0.000006
  0.330000	10	-0.000002
  0.340000	10	-0.000001
  0.350000	10	-0.000000
  0.360000	10	-0.000000
  0.370000	10	-0.000000
  0.380000	10	-0.000000
  0.390000	10	-0.000000
  0.400000	10	-0.000000
  0.410000	10	-0.000000
  0.420000	10	-0.000000
  0.430000	10	-0.000000
  0.440000	10	-0.000000
  0.450000	10	-0.000000
  0.460000	10	-0.000000
  0.470000	10	-0.000000
  0.480000	10	-0.000000
  0.490000	10	-0.000000
  0.500000	10	-0.000000
  0.510000	10	-0.000000
  0.520000	10	-0.000000
  0.530000	10	-0.000000
  0.540000	10	-0.000000
  0.550000	10	-0.000000
  0.560000	10	-0.000000
  0.570000	10	-0.000000
  0.580000	10	-0.000000
  0.590000	10	-0.000000
  0.600000	10	-0.000000
  0.610000	10	-0.000000
  0.620000	10	-0.000000
  0.630000	10	-0.000000
  0.640000	10	-0.000001
  0.650000	10	-0.000005
  0.660000	10	-0.000019
  0.670000	10	-0.000069
  0.680000	10	-0.000240
  0.690000	10	-0.000782
  0.700000	10	-0.002410
  0.710000	10	-0.007068
  0.720000	10	-0.019808
  0.730000	10	-0.053259
  0.740000	10	-0.137880
  0.750000	10	-0.344761
  0.760000	10	-0.834883
  0.770000	10	-1.962789
  0.780000	10	-4.489494
  0.790000	10	-10.010053
  0.800000	10	-21.794068
  0.810000	10	-46.406962
  0.820000	10	-96.779695
  0.830000	10	-197.923935
  0.840000	10	-397.403942
  0.850000	10	-784.242349
  0.860000	10	-1522.554274
  0.870000	10	-2910.651609
  0.880000	10	-5483.531009
  0.890000	10	-10188.560363
  0.900000	10	-18683.254672
