  7 4 336 76.113061
  7 6 504 59.255801
  7 8 672 48.647754
  7 10  840 41.431347
  7 12  1008  36.198379
  7 14  1176  32.220425
  7 16  1344  29.087252
  7 18  1512  26.550686
