  9 4 576 82.395922
  9 6 864 63.444375
  9 8 1152  51.789184
  9 10  1440  43.944492
  9 12  1728  38.292665
  9 14  2016  34.015528
  9 16  2304  30.657967
  9 18  2592  27.946877
