6 4 48 240 56.91244
6 6 42 360 402.98752
6 8 38 480 300.45134
6 10 34 600 415.27954
6 12 30 720 404.79643
6 14 28 840 403.31047
6 16 26 960 482.58826
6 18 24 1080 403.40970
6 4 48 240 59.17379
6 6 42 360 405.13255
6 8 38 480 311.81728
6 10 34 600 424.59504
6 12 30 720 400.57912
6 14 28 840 402.61444
6 16 26 960 422.22239
6 18 24 1080 404.94282
6 4 48 240 55.12191
6 6 42 360 404.00126
6 8 38 480 300.64596
6 10 34 600 398.64811
6 12 30 720 400.04885
6 14 28 840 458.22649
6 16 26 960 406.49134
6 18 24 1080 405.70852
6 4 48 240 83.04284
6 6 42 360 405.74051
6 8 38 480 300.03471
6 10 34 600 401.52209
6 12 30 720 405.54912
6 14 28 840 400.81721
6 16 26 960 426.12432
6 18 24 1080 406.79210
6 4 48 240 65.54882
6 6 42 360 400.14211
6 8 38 480 300.06068
6 10 34 600 400.11874
6 12 30 720 386.83091
6 14 28 840 416.77431
6 16 26 960 439.72859
6 18 24 1080 407.70076
6 4 48 240 62.27530
6 6 42 360 392.30440
6 8 38 480 305.61016
6 10 34 600 489.91489
6 12 30 720 400.26858
6 14 28 840 420.50592
6 16 26 960 456.28262
6 18 24 1080 429.87687
